1	1	0	1	1	1	1	0	1	0	82.51	0.03	0.679	0	0.021	0.27	2
1	1	1	1	1	1	0	1	0	0	62.64	0.002	0.267	0	0.003	0.728	5
1	0	0	0	0	0	0	0	0	1	40.51	0.005	0	0.986	0	0.008	3
1	1	1	1	1	1	0	1	1	1	69.17	0.001	0.918	0	0.006	0.075	2
0	.	0	0	1	1	1	1	1	1	46.75	0.968	0.019	0	0.009	0.004	1
1	1	0	0	1	0	1	1	0	1	.	0.073	0.017	0.014	0.044	0.851	5
1	1	1	1	1	1	1	1	1	1	64.63	0	0.986	0	0.006	0.008	2
1	1	1	1	0	1	1	1	0	1	53.14	0.013	0.204	0	0.366	0.417	5
1	1	1	1	1	.	1	1	1	0	.	0	0.973	0	0.006	0.02	2
1	0	1	1	1	0	0	0	0	0	83.87	0.002	0	0.116	0	0.881	5
1	1	1	1	1	1	0	0	1	0	57.68	0.002	0.389	0	0.005	0.604	5
1	0	1	1	1	0	1	1	0	1	.	0.046	0.052	0.002	0.002	0.898	5
1	1	1	1	1	1	1	1	1	1	49.05	0	0.986	0	0.006	0.008	2
1	0	1	0	1	1	0	1	1	1	73.1	0.445	0.273	0.001	0.132	0.15	1
0	0	1	0	1	0	1	0	0	0	66.26	0.178	0	0.547	0	0.275	3
0	0	0	1	0	0	0	1	1	1	.	0.843	0	0.133	0	0.023	1
0	1	1	0	1	0	1	0	1	0	44.55	0.085	0.024	0.009	0.017	0.865	5
1	0	0	0	0	0	0	.	0	0	51.23	0.026	0	0.959	0.001	0.014	3
1	1	0	1	0	1	1	1	1	1	55.07	0.083	0.268	0	0.606	0.043	4
1	1	1	0	1	1	1	1	1	1	76.49	0.005	0.788	0	0.191	0.017	2
0	0	1	1	0	0	0	0	0	0	.	0.009	0	0.907	0	0.083	3
