CASENUM,COHORT,RSTEMM,EMTHIRT,FEMALE,CB28A,CB28B,CB28C,CB28E,CB28G,CB28H,CB28I,CB28K,CB28L
1370,2,-95,44.5,1,4,3,5,4,3,4,3,3,5
1371,2,0,77.72,0,2,2,2,2,2,5,3,4,2
1372,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1373,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1374,2,-95,29.63,1,2,1,2,4,5,3,3,2,3
1375,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1376,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1377,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1378,2,-95,36.14,0,1,2,2,4,5,1,3,2,2
1379,2,0,65.49,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1380,2,-95,-98,0,4,2,2,5,4,3,3,3,3
1381,2,-95,42.81,1,1,1,1,5,5,1,1,1,1
1382,2,0,40.32,0,3,3,3,3,3,2,3,3,3
1383,2,-95,48.16,1,2,2,2,4,5,1,1,1,2
1384,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1385,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1386,2,0,62.46,1,4,3,2,5,5,1,3,1,1
1387,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1388,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1389,2,-95,45.16,0,5,4,4,2,5,2,2,2,3
1390,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1391,2,0,46.55,1,3,4,3,5,5,2,2,3,3
1392,2,0,55.03,0,2,2,2,4,4,2,2,3,2
1393,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1394,2,0,44.05,0,1,2,1,-98,3,1,1,1,1
1395,2,-95,45.06,0,2,2,2,3,2,2,2,2,2
1396,2,0,63.23,1,4,2,1,4,4,1,2,1,1
1397,2,0,44.98,1,4,4,4,4,4,2,3,2,2
1398,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1399,2,0,52.23,1,2,3,2,3,5,1,4,1,1
1400,2,-95,-98,0,2,3,2,2,4,2,2,2,1
1401,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1402,2,0,59.21,1,2,2,2,5,5,1,1,1,1
1403,2,0,53.06,0,5,3,3,3,3,3,3,3,3
1404,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1405,2,-95,-98,0,3,2,2,4,5,1,1,1,1
1406,2,0,-98,0,4,4,2,4,5,2,4,1,3
1407,2,0,82.51,0,2,2,3,5,4,2,2,3,1
1408,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1409,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1410,2,0,62.64,0,2,2,2,4,5,2,3,1,3
1411,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1412,2,0,40.51,1,2,3,3,3,3,3,3,3,3
1413,2,0,69.17,1,1,2,1,4,4,2,3,1,2
1414,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1415,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1416,2,0,46.75,1,3,-98,3,2,4,1,1,1,1
1417,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1418,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1419,2,-95,-98,1,2,2,3,3,4,3,2,2,3
1420,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1421,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1422,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1423,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1424,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1425,2,0,64.63,1,1,1,1,5,5,1,2,1,1
1426,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1427,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1428,2,-95,53.14,1,1,1,1,5,2,2,2,2,3
1429,2,-95,-98,0,1,1,1,4,4,-98,1,1,1
1430,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1431,2,0,83.87,0,1,3,2,4,4,5,3,3,3
1432,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1433,2,0,57.68,0,2,2,2,5,5,2,3,3,2
1434,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1435,2,0,-98,1,2,3,2,4,4,4,2,2,3
1436,2,0,49.05,1,1,1,1,5,4,1,1,1,2
1437,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1438,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1439,2,0,73.1,1,2,3,2,3,5,2,3,1,2
1440,2,-95,66.26,0,3,3,2,3,4,3,2,3,3
1441,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1442,2,0,-98,1,4,3,4,4,2,3,3,2,2
1443,2,0,84.76,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1444,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1445,2,0,44.55,0,3,1,1,3,4,3,1,3,1
1446,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1447,2,-95,51.23,0,1,4,3,1,3,5,3,-98,4
1448,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1449,2,0,55.07,1,2,2,4,4,2,1,1,1,1
1450,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1451,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1452,2,0,76.49,1,1,1,1,3,4,2,2,2,1
1453,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1454,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1455,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1456,2,-95,-98,0,4,3,2,5,3,3,3,3,3
1457,2,0,60.47,1,4,2,2,4,4,2,2,2,2
1458,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1459,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1460,2,1,73.41,0,5,5,5,1,1,5,5,5,5
1461,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1462,2,0,-98,0,3,3,3,3,3,3,3,3,3
1463,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1464,2,0,64.11,0,2,2,2,3,3,1,2,2,3
1465,2,-95,55.18,0,2,2,2,4,4,2,2,2,2
1466,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1467,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1468,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1469,2,-95,37.99,0,1,2,3,5,3,2,1,3,4
1470,2,0,-98,0,3,4,2,2,3,1,1,2,1
1471,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1472,2,-95,53.87,0,2,2,2,4,4,4,3,3,3
1473,2,0,68.69,1,1,2,2,5,5,2,2,2,2
1474,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1475,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1476,2,0,74.36,0,4,3,3,2,4,2,2,3,3
1477,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1478,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1479,2,0,61.2,0,2,2,2,4,4,2,2,2,1
1480,2,0,52.4,0,3,3,3,3,3,3,2,4,4
1481,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1482,2,0,67.53,1,5,5,5,2,2,5,4,5,5
1483,2,0,58.78,1,5,3,2,4,5,2,2,2,2
1484,2,0,52.88,1,1,2,2,4,4,1,-98,2,2
1485,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1486,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1487,2,0,64.6,1,4,4,4,2,2,1,1,2,2
1488,2,0,34,1,2,2,2,2,2,1,2,1,1
1489,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1490,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1491,2,0,-98,0,3,2,1,3,5,1,2,1,1
1492,2,0,-96,1,2,3,2,3,4,4,4,2,2
1493,2,0,73.64,0,1,1,-98,5,5,1,1,1,1
1494,2,0,60.28,0,1,1,1,5,5,1,1,1,1
1495,2,0,66,0,1,1,1,1,5,1,1,1,1
1496,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1497,2,-95,-98,0,4,3,2,4,4,2,2,2,3
1498,2,-95,57.32,0,2,2,2,4,4,2,2,-98,-98
1499,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1500,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1501,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1502,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1503,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1504,2,0,49.5,0,2,2,2,3,3,3,3,3,3
1505,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1506,2,0,70.63,1,2,3,3,4,3,2,2,2,2
1507,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1508,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1509,2,-95,-98,0,3,2,2,3,4,2,2,2,2
1510,2,0,50.59,1,4,3,4,5,5,4,5,4,5
1511,2,0,51.73,1,3,3,2,2,3,2,2,3,2
1512,2,0,80.46,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1513,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1514,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1515,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1516,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1517,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1518,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1519,2,0,58.13,1,5,2,2,5,5,4,5,2,3
1520,2,-95,64.76,1,2,2,2,4,2,2,2,1,3
1521,2,-95,45.32,0,1,2,2,5,5,1,3,1,1
1522,2,0,67.58,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1523,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1524,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1525,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1526,2,0,55.24,0,3,3,3,3,3,3,3,3,3
1527,2,0,66.39,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1528,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1529,2,0,52.69,0,2,2,2,4,4,2,2,2,2
1530,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1531,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1532,2,0,44.94,0,2,2,2,4,2,3,3,2,2
1533,2,-95,38.19,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1534,2,0,69.96,1,3,3,2,4,4,3,3,3,2
1535,2,0,68.82,1,1,2,1,4,5,2,3,2,2
1536,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1537,2,0,52.87,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1538,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1539,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1540,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1541,2,-95,52.22,0,2,2,2,3,2,2,2,2,2
1542,2,0,56,1,2,4,2,4,5,2,2,1,3
1543,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1544,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1545,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1546,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1547,2,0,66.13,0,2,2,2,5,2,1,1,1,1
1548,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1549,2,0,69.92,0,3,4,2,3,5,2,3,1,1
1550,2,0,58.68,1,2,2,2,4,5,1,2,1,2
1551,2,0,57.43,1,1,1,1,5,5,1,1,1,1
1552,2,0,43.57,0,3,3,2,2,3,2,2,-98,2
1553,2,-95,-98,0,3,3,3,3,3,3,3,3,3
1554,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1555,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1556,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1557,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1558,2,0,48.83,1,2,2,2,4,5,2,3,2,1
1559,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1560,2,0,91.67,0,2,2,2,3,4,2,2,2,2
1561,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1562,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1563,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1564,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1565,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1566,2,-95,59.34,0,2,2,2,4,3,3,2,2,3
1567,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1568,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1569,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1570,2,0,66.1,1,4,2,3,4,2,5,4,3,4
1571,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1572,2,0,49.64,1,3,4,2,2,4,1,3,3,3
1573,2,-95,66.23,0,1,1,1,5,5,1,1,1,1
1574,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1575,2,0,38.42,0,3,3,3,3,3,3,3,3,3
1576,2,0,51.36,1,1,2,1,5,5,1,1,1,1
1577,2,-95,44.11,1,4,4,5,2,4,2,2,1,2
1578,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1579,2,0,56.51,1,4,2,5,1,1,1,1,1,1
1580,2,-95,48.24,1,4,5,5,2,2,1,1,-98,1
1581,2,0,-98,0,3,3,2,4,5,1,4,1,3
1582,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1583,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1584,2,-95,32.75,0,4,4,3,3,3,3,3,2,2
1585,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1586,2,0,42.11,0,5,3,2,2,3,3,3,3,3
1587,2,0,54.81,1,3,5,3,2,2,3,2,3,3
1588,2,-95,42.75,0,1,1,1,1,5,1,1,1,1
1589,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1590,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1591,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1592,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1593,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1594,2,-95,-98,0,3,3,2,2,3,2,2,1,1
1595,2,0,72.66,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1596,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1597,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1598,2,0,55.09,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1599,2,0,54.31,0,2,2,3,3,5,1,3,1,2
1600,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1601,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1602,2,0,-98,1,2,2,2,5,5,2,2,2,2
1603,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1604,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1605,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1606,2,0,-98,1,2,2,2,4,4,2,3,2,2
1607,2,-95,48.16,0,2,3,2,3,3,2,2,1,2
1608,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1609,2,0,-98,0,2,2,2,2,2,2,2,2,3
1610,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1611,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1612,2,0,53.17,0,5,2,2,5,5,2,1,2,2
1613,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1614,2,-95,36.58,0,3,2,3,3,4,3,3,3,3
1615,2,0,37,0,4,3,3,2,2,3,4,3,2
1616,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1617,2,-95,44.57,1,4,4,4,3,3,3,2,1,2
1618,2,0,67.4,1,1,2,1,5,5,3,2,1,2
1619,2,0,39.28,0,4,4,4,4,5,3,3,4,4
1620,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1621,2,0,-96,0,2,2,2,4,4,2,3,2,2
1622,2,0,51.56,0,2,2,2,4,4,1,1,1,1
1623,2,-95,35.41,1,2,4,2,3,1,4,3,1,5
1624,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1625,2,-95,-96,0,3,4,4,2,2,2,2,2,2
1626,2,0,74.78,0,2,1,1,5,4,1,1,1,1
1627,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1628,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1629,2,0,43.5,1,3,2,2,5,5,2,2,3,3
1630,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1631,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1632,2,0,65.22,1,2,2,2,5,5,2,2,2,2
1633,1,1,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1634,2,0,44.59,1,3,3,3,2,2,3,3,3,3
1635,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1636,2,-95,52.62,0,1,2,3,4,2,1,2,4,5
1637,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1638,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1639,2,0,46.18,0,2,3,2,4,5,1,2,2,2
1640,2,0,-98,1,1,1,2,4,4,2,2,2,3
1641,2,0,-96,1,2,2,2,4,4,2,2,2,2
1642,2,0,41.32,1,1,1,1,3,2,3,3,3,2
1643,2,0,71.79,1,2,2,2,3,4,4,3,2,3
1644,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1645,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1646,2,-95,-98,0,2,1,1,5,4,3,2,1,2
1647,2,0,72.25,0,2,2,2,-98,4,1,3,3,2
1648,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1649,2,0,55.44,1,1,2,4,5,5,1,-96,1,1
1650,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1651,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1652,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1653,2,0,65.2,1,2,2,2,4,4,2,3,4,2
1654,2,1,72.25,1,2,2,1,5,5,2,2,1,3
1655,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1656,2,0,-96,1,1,1,1,5,5,1,1,1,1
1657,2,-95,-96,0,2,2,2,5,4,1,1,2,1
1658,2,0,78.7,0,2,1,2,4,4,4,3,2,3
1659,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1660,2,0,63.61,1,2,3,2,4,4,2,2,3,2
1661,2,0,76.45,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1662,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1663,2,0,53.2,0,4,4,3,3,4,2,2,1,2
1664,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1665,2,0,62.48,1,2,1,2,5,5,1,3,1,3
1666,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1667,2,0,62.42,1,4,2,2,3,4,4,3,2,3
1668,2,0,75.73,0,2,2,2,4,4,1,1,2,1
1669,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1670,2,-95,-98,0,2,2,3,4,4,3,4,2,2
1671,2,-95,72.94,1,2,2,2,4,4,2,3,3,2
1672,2,0,-98,0,1,1,1,1,1,1,1,1,1
1673,2,0,-98,0,1,1,1,5,5,1,1,1,1
1674,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1675,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1676,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1677,2,0,63.54,1,1,1,1,5,5,1,1,1,1
1678,2,-95,-96,0,4,4,2,3,4,3,2,4,5
1679,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1680,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1681,2,-95,-98,0,3,4,4,2,3,3,2,2,2
1682,2,0,-98,0,1,1,1,5,5,1,1,1,1
1683,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1684,2,0,60.13,0,2,2,2,5,2,2,2,1,2
1685,2,0,70.41,1,2,2,2,3,4,3,2,2,2
1686,2,1,73.51,0,1,1,1,5,5,1,1,3,3
1687,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1688,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1689,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1690,2,-95,56.73,0,2,2,2,5,5,1,3,2,2
1691,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1692,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1693,2,-95,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1694,2,-95,49.88,0,1,1,1,1,2,2,2,2,2
1695,2,0,49.41,0,3,2,3,2,1,2,2,1,2
1696,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1697,2,0,-98,0,2,1,4,2,3,5,3,4,2
1698,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1699,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1700,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1701,2,0,68.36,0,2,1,2,5,4,4,2,3,3
1702,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1703,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1704,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1705,2,0,-98,0,1,1,1,4,5,1,1,3,1
1706,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1707,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1708,2,0,-98,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1709,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1710,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1711,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1712,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1713,2,-95,55.27,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1714,2,0,50.19,1,5,1,1,5,5,-98,1,1,1
1715,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1716,2,0,73.01,0,1,1,1,4,4,1,1,2,1
1717,2,0,-96,1,2,1,1,2,5,1,3,3,3
1718,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1719,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1720,2,-95,60.48,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1721,2,-95,-96,0,2,2,2,5,5,2,3,1,1
1722,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1723,2,-95,36.86,0,1,2,2,4,5,3,3,4,2
1724,1,-95,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1725,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1726,1,-95,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1727,2,0,68.87,1,2,3,2,3,4,3,3,3,2
1728,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1729,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1730,2,0,63.75,1,4,4,4,3,3,3,3,2,3
1731,2,0,51.53,0,2,1,1,3,4,3,3,2,1
1732,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1733,2,-95,-98,1,3,4,3,3,2,3,2,2,4
1734,2,0,78.1,0,2,2,2,4,4,2,2,1,1
1735,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1736,1,1,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1737,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1738,2,0,59.63,0,2,2,2,4,4,2,2,3,2
1739,2,-95,56.86,1,2,2,2,4,5,3,3,3,3
1740,2,0,-96,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1741,2,0,40.28,1,2,4,2,4,4,1,1,1,1
1742,2,0,-98,0,2,2,2,3,2,2,1,2,2
1743,2,0,66.92,0,2,1,2,3,3,3,2,2,2
1744,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1745,2,0,-96,0,3,2,2,3,1,3,3,3,3
1746,2,0,58.54,1,2,2,2,5,4,1,1,3,3
1747,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1748,2,0,59.32,1,2,2,2,2,3,1,3,2,1
1749,2,-95,-96,1,3,2,3,3,4,2,1,2,3
1750,2,0,63.99,1,2,2,2,4,4,2,2,2,2
1751,1,0,-95,1,-95,-95,-95,-95,-95,-95,-95,-95,-95
1752,1,0,-95,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1753,2,-95,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1754,2,0,72.03,1,5,5,5,4,2,1,1,1,1
1755,2,0,64.18,1,2,4,2,1,2,2,2,2,2
1756,2,0,-98,0,1,2,2,2,2,2,3,1,1
1757,2,-95,40.35,0,2,1,2,2,2,3,2,1,2
1758,2,0,-98,0,-95,-95,-95,-95,-95,-95,-95,-95,-95
1759,2,-95,-98,0,4,2,3,2,2,3,1,2,4
1760,2,0,63.77,1,2,2,2,4,5,2,2,3,3
1761,2,0,58.65,0,1,1,1,1,1,1,1,1,1
1762,2,0,-96,0,2,2,1,3,2,1,2,2,1
